Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,LAST 16,2016-02-17,A,REAL MADRID,AS ROMA,0:02,LW,57,0:01,RIGHT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,15/16,LALIGA,25,2016-02-21,A,REAL MADRID,MALAGA CF,1:01,LW,33,0:01,HEADER,TONI KROOS
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,LAST 16,2016-02-23,A,FC BARCELONA,ARSENAL FC,0:02,RW,71,0:01,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,LAST 16,2016-02-23,A,FC BARCELONA,ARSENAL FC,0:02,RW,83,0:02,PENALTY,OTHER
LIONEL MESSI,15/16,LALIGA,26,2016-02-28,H,FC BARCELONA,SEVILLA FC,2:01,RW,31,1:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,15/16,LALIGA,27,2016-03-02,A,REAL MADRID,LEVANTE UD,1:03,LW,34,0:01,PENALTY,OTHER
LIONEL MESSI,15/16,LALIGA,27,2016-03-03,A,FC BARCELONA,RAYO VALLECANO,1:05,RW,72,1:04,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,15/16,LALIGA,27,2016-03-03,A,FC BARCELONA,RAYO VALLECANO,1:05,RW,53,0:03,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,15/16,LALIGA,27,2016-03-03,A,FC BARCELONA,RAYO VALLECANO,1:05,RW,23,0:02,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,15/16,LALIGA,28,2016-03-05,H,REAL MADRID,CELTA DE VIGO,7:01,LW,50,2:00,LONG DISTANCE KICK,SERGIO RAMOS
CRISTIANO RONALDO,15/16,LALIGA,28,2016-03-05,H,REAL MADRID,CELTA DE VIGO,7:01,LW,58,3:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,15/16,LALIGA,28,2016-03-05,H,REAL MADRID,CELTA DE VIGO,7:01,LW,64,4:01,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,15/16,LALIGA,28,2016-03-05,H,REAL MADRID,CELTA DE VIGO,7:01,LW,76,5:01,HEADER,JESE
LIONEL MESSI,15/16,LALIGA,28,2016-03-06,A,FC BARCELONA,SD EIBAR,0:04,RW,42,0:02,LEFT-FOOTED SHOT,MUNIR EL HADDADI
LIONEL MESSI,15/16,LALIGA,28,2016-03-06,A,FC BARCELONA,SD EIBAR,0:04,RW,76,0:03,PENALTY,OTHER
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,LAST 16,2016-03-08,H,REAL MADRID,AS ROMA,2:00,CF,64,1:00,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
LIONEL MESSI,15/16,LALIGA,29,2016-03-12,H,FC BARCELONA,GETAFE CF,6:00,CF,41,4:00,LEFT-FOOTED SHOT,ARDA TURAN
LIONEL MESSI,15/16,UEFA CHAMPIONS LEAGUE,LAST 16,2016-03-16,H,FC BARCELONA,ARSENAL FC,3:01,RW,86,3:01,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,15/16,LALIGA,30,2016-03-20,H,REAL MADRID,SEVILLA FC,4:00,LW,64,2:00,LEFT-FOOTED SHOT,DANILO
CRISTIANO RONALDO,15/16,LALIGA,31,2016-04-02,A,REAL MADRID,FC BARCELONA,1:02,LW,85,1:02,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,15/16,LALIGA,32,2016-04-09,H,REAL MADRID,SD EIBAR,4:00,CF,19,3:00,RIGHT-FOOTED SHOT,JESE
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2016-04-12,H,REAL MADRID,VFL WOLFSBURG,3:00,LW,17,2:00,HEADER,TONI KROOS
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2016-04-12,H,REAL MADRID,VFL WOLFSBURG,3:00,LW,77,3:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,15/16,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2016-04-12,H,REAL MADRID,VFL WOLFSBURG,3:00,LW,16,1:00,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
CRISTIANO RONALDO,15/16,LALIGA,33,2016-04-16,A,REAL MADRID,GETAFE CF,1:05,LW,90+2,1:05,LEFT-FOOTED SHOT,JESE
LIONEL MESSI,15/16,LALIGA,33,2016-04-17,H,FC BARCELONA,VALENCIA CF,1:02,RW,63,1:02,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,15/16,LALIGA,34,2016-04-20,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,0:08,RW,73,0:06,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,15/16,LALIGA,35,2016-04-23,H,FC BARCELONA,SPORTING GIJÃ³N,6:00,RW,13,1:00,HEADER,OTHER
LIONEL MESSI,15/16,LALIGA,37,2016-05-08,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:00,RW,8,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,15/16,LALIGA,37,2016-05-08,H,REAL MADRID,VALENCIA CF,3:02,LW,59,3:01,LEFT-FOOTED SHOT,JAMES RODRIGUEZ
CRISTIANO RONALDO,15/16,LALIGA,37,2016-05-08,H,REAL MADRID,VALENCIA CF,3:02,LW,26,1:00,RIGHT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,15/16,LALIGA,38,2016-05-14,A,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,0:02,LW,25,0:02,HEADER,TONI KROOS
CRISTIANO RONALDO,15/16,LALIGA,38,2016-05-14,A,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,0:02,LW,8,0:01,LEFT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,16/17,SUPERCOPA,FINAL,2016-08-17,H,FC BARCELONA,SEVILLA FC,3:00,RW,55,3:00,HEADER,LUCAS DIGNE
LIONEL MESSI,16/17,LALIGA,1,2016-08-20,H,FC BARCELONA,REAL BETIS BALOMPIE,6:02,RW,58,5:01,LEFT-FOOTED SHOT,ARDA TURAN
LIONEL MESSI,16/17,LALIGA,1,2016-08-20,H,FC BARCELONA,REAL BETIS BALOMPIE,6:02,RW,37,2:01,LEFT-FOOTED SHOT,SERGI ROBERTO
CRISTIANO RONALDO,16/17,LALIGA,3,2016-09-10,H,REAL MADRID,CA OSASUNA,5:02,LW,6,1:00,RIGHT-FOOTED SHOT,GARETH BALE
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-09-13,H,FC BARCELONA,CELTIC FC,7:00,RW,27,2:00,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-09-13,H,FC BARCELONA,CELTIC FC,7:00,RW,3,1:00,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-09-13,H,FC BARCELONA,CELTIC FC,7:00,RW,60,5:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-09-14,H,REAL MADRID,SPORTING CP,2:01,LW,89,1:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,LALIGA,4,2016-09-17,A,FC BARCELONA,CD LEGANES,1:05,RW,15,0:01,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,16/17,LALIGA,4,2016-09-17,A,FC BARCELONA,CD LEGANES,1:05,RW,55,0:04,PENALTY,OTHER
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-09-27,A,REAL MADRID,BORUSSIA DORTMUND,2:02,LW,17,0:01,RIGHT-FOOTED SHOT,GARETH BALE
LIONEL MESSI,16/17,LALIGA,8,2016-10-15,H,FC BARCELONA,DEPORTIVO DE LA CORUAA,4:00,RW,58,4:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,16/17,LALIGA,8,2016-10-15,A,REAL MADRID,REAL BETIS BALOMPIE,1:06,LW,78,1:06,RIGHT-FOOTED SHOT,ALVARO MORATA
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-10-19,H,FC BARCELONA,MANCHESTER CITY,4:00,RW,69,3:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-10-19,H,FC BARCELONA,MANCHESTER CITY,4:00,RW,61,2:00,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-10-19,H,FC BARCELONA,MANCHESTER CITY,4:00,RW,17,1:00,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,16/17,LALIGA,9,2016-10-22,A,FC BARCELONA,VALENCIA CF,2:03,RW,90+4,2:03,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,9,2016-10-22,A,FC BARCELONA,VALENCIA CF,2:03,RW,22,0:01,LEFT-FOOTED SHOT,IVAN RAKITIC
CRISTIANO RONALDO,16/17,LALIGA,10,2016-10-29,A,REAL MADRID,DEPORTIVO ALAVES,1:04,LW,17,1:01,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,10,2016-10-29,A,REAL MADRID,DEPORTIVO ALAVES,1:04,LW,33,1:02,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,16/17,LALIGA,10,2016-10-29,A,REAL MADRID,DEPORTIVO ALAVES,1:04,LW,88,1:04,RIGHT-FOOTED SHOT,MARCELO
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-11-01,A,FC BARCELONA,MANCHESTER CITY,3:01,RW,21,0:01,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,16/17,LALIGA,11,2016-11-06,A,FC BARCELONA,SEVILLA FC,1:02,RW,43,1:01,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,16/17,LALIGA,12,2016-11-19,A,REAL MADRID,ATLETICO DE MADRID,0:03,CF,77,0:03,RIGHT-FOOTED SHOT,GARETH BALE
CRISTIANO RONALDO,16/17,LALIGA,12,2016-11-19,A,REAL MADRID,ATLETICO DE MADRID,0:03,CF,71,0:02,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,12,2016-11-19,A,REAL MADRID,ATLETICO DE MADRID,0:03,CF,23,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-11-23,A,FC BARCELONA,CELTIC FC,0:02,RW,24,0:01,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-11-23,A,FC BARCELONA,CELTIC FC,0:02,RW,55,0:02,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,13,2016-11-26,H,REAL MADRID,SPORTING GIJÃ³N,2:01,LW,5,1:00,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,13,2016-11-26,H,REAL MADRID,SPORTING GIJÃ³N,2:01,LW,18,2:00,HEADER,NACHO FERNANDEZ
LIONEL MESSI,16/17,LALIGA,13,2016-11-27,A,FC BARCELONA,REAL SOCIEDAD,1:01,RW,59,1:01,LEFT-FOOTED SHOT,NEYMAR
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2016-12-06,H,FC BARCELONA,BORUSSIA MÃ¶NCHENGLADBACH,4:00,RW,16,1:00,LEFT-FOOTED SHOT,ARDA TURAN
LIONEL MESSI,16/17,LALIGA,15,2016-12-10,A,FC BARCELONA,CA OSASUNA,0:03,RW,72,0:02,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,16/17,LALIGA,15,2016-12-10,A,FC BARCELONA,CA OSASUNA,0:03,RW,90+2,0:03,LEFT-FOOTED SHOT,SERGIO BUSQUETS
CRISTIANO RONALDO,16/17,FIFA CLUB WORLD CUP,SEMI-FINALS,2016-12-15,A,REAL MADRID,CF AMERICA,0:02,LW,90+3,0:02,RIGHT-FOOTED SHOT,JAMES RODRIGUEZ
CRISTIANO RONALDO,16/17,FIFA CLUB WORLD CUP,FINAL,2016-12-18,H,REAL MADRID,KASHIMA ANTLERS,4:2 AET,LW,104,4:02,LEFT-FOOTED SHOT,TONI KROOS
CRISTIANO RONALDO,16/17,FIFA CLUB WORLD CUP,FINAL,2016-12-18,H,REAL MADRID,KASHIMA ANTLERS,4:2 AET,LW,60,2:02,PENALTY,OTHER
CRISTIANO RONALDO,16/17,FIFA CLUB WORLD CUP,FINAL,2016-12-18,H,REAL MADRID,KASHIMA ANTLERS,4:2 AET,LW,97,3:02,LEFT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,16/17,LALIGA,16,2016-12-18,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:01,RW,90,4:01,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,16/17,COPA DEL REY,LAST 16,2017-01-05,A,FC BARCELONA,ATHLETIC BILBAO,2:01,RW,52,2:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,16/17,LALIGA,17,2017-01-07,H,REAL MADRID,GRANADA CF,5:00,LW,27,3:00,HEADER,MARCELO
LIONEL MESSI,16/17,LALIGA,17,2017-01-08,A,FC BARCELONA,VILLARREAL CF,1:01,RW,90,1:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,COPA DEL REY,LAST 16,2017-01-11,H,FC BARCELONA,ATHLETIC BILBAO,3:01,RW,78,3:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,LALIGA,18,2017-01-14,H,FC BARCELONA,UD LAS PALMAS,5:00,RW,52,2:00,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,16/17,LALIGA,18,2017-01-15,A,REAL MADRID,SEVILLA FC,2:01,CF,67,0:01,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,19,2017-01-22,A,FC BARCELONA,SD EIBAR,0:04,RW,50,0:02,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,16/17,COPA DEL REY,QUARTER-FINALS,2017-01-25,A,REAL MADRID,CELTA DE VIGO,2:02,CF,62,1:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,COPA DEL REY,QUARTER-FINALS,2017-01-26,H,FC BARCELONA,REAL SOCIEDAD,5:02,RW,55,2:00,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,20,2017-01-29,H,REAL MADRID,REAL SOCIEDAD,3:00,LW,51,2:00,RIGHT-FOOTED SHOT,MATEO KOVACIC
LIONEL MESSI,16/17,COPA DEL REY,SEMI-FINALS,2017-02-01,A,FC BARCELONA,ATLETICO DE MADRID,1:02,RW,33,0:02,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,16/17,LALIGA,21,2017-02-04,H,FC BARCELONA,ATHLETIC BILBAO,3:00,RW,40,2:00,DIRECT FREE KICK,OTHER
LIONEL MESSI,16/17,LALIGA,22,2017-02-11,A,FC BARCELONA,DEPORTIVO ALAVES,0:06,RW,59,0:03,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,16/17,LALIGA,22,2017-02-11,A,REAL MADRID,CA OSASUNA,1:03,CF,24,0:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,16/17,LALIGA,23,2017-02-19,H,FC BARCELONA,CD LEGANES,2:01,RW,4,1:00,RIGHT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,16/17,LALIGA,23,2017-02-19,H,FC BARCELONA,CD LEGANES,2:01,RW,90,2:01,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,16,2017-02-22,A,REAL MADRID,VALENCIA CF,2:01,LW,44,2:01,HEADER,MARCELO
CRISTIANO RONALDO,16/17,LALIGA,24,2017-02-26,A,REAL MADRID,VILLARREAL CF,2:03,LW,74,2:02,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,24,2017-02-26,A,FC BARCELONA,ATLETICO DE MADRID,1:02,RW,86,1:02,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,16/17,LALIGA,25,2017-03-01,H,REAL MADRID,UD LAS PALMAS,3:03,LW,86,2:03,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,25,2017-03-01,H,FC BARCELONA,SPORTING GIJÃ³N,6:01,RW,9,1:00,HEADER,JAVIER MASCHERANO
CRISTIANO RONALDO,16/17,LALIGA,25,2017-03-01,H,REAL MADRID,UD LAS PALMAS,3:03,LW,89,3:03,HEADER,JAMES RODRIGUEZ
LIONEL MESSI,16/17,LALIGA,26,2017-03-04,H,FC BARCELONA,CELTA DE VIGO,5:00,AM,64,5:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,16/17,LALIGA,26,2017-03-04,H,FC BARCELONA,CELTA DE VIGO,5:00,AM,24,1:00,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,16/17,UEFA CHAMPIONS LEAGUE,LAST 16,2017-03-08,H,FC BARCELONA,PARIS SAINT-GERMAIN,6:01,AM,50,3:00,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,27,2017-03-12,H,REAL MADRID,REAL BETIS BALOMPIE,2:01,LW,41,1:01,HEADER,MARCELO
LIONEL MESSI,16/17,LALIGA,28,2017-03-19,H,FC BARCELONA,VALENCIA CF,4:02,AM,45,2:01,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,28,2017-03-19,H,FC BARCELONA,VALENCIA CF,4:02,AM,53,3:02,RIGHT-FOOTED SHOT,JAVIER MASCHERANO
LIONEL MESSI,16/17,LALIGA,30,2017-04-05,H,FC BARCELONA,SEVILLA FC,3:00,RW,33,3:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,16/17,LALIGA,30,2017-04-05,H,FC BARCELONA,SEVILLA FC,3:00,RW,28,2:00,RIGHT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2017-04-12,A,REAL MADRID,BAYERN MUNICH,1:02,LW,47,1:01,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2017-04-12,A,REAL MADRID,BAYERN MUNICH,1:02,LW,77,1:02,RIGHT-FOOTED SHOT,MARCO ASENSIO
LIONEL MESSI,16/17,LALIGA,32,2017-04-15,H,FC BARCELONA,REAL SOCIEDAD,3:02,RW,17,1:00,LEFT-FOOTED SHOT,LUIS SUAREZ
LIONEL MESSI,16/17,LALIGA,32,2017-04-15,H,FC BARCELONA,REAL SOCIEDAD,3:02,RW,37,2:00,TAP-IN,OTHER
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2017-04-18,H,REAL MADRID,BAYERN MUNICH,4:2 AET,CF,76,1:01,HEADER,CASEMIRO
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2017-04-18,H,REAL MADRID,BAYERN MUNICH,4:2 AET,CF,105,2:02,LEFT-FOOTED SHOT,SERGIO RAMOS
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2017-04-18,H,REAL MADRID,BAYERN MUNICH,4:2 AET,CF,109,3:02,RIGHT-FOOTED SHOT,MARCELO
LIONEL MESSI,16/17,LALIGA,33,2017-04-23,A,FC BARCELONA,REAL MADRID,2:03,RW,33,1:01,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,16/17,LALIGA,33,2017-04-23,A,FC BARCELONA,REAL MADRID,2:03,RW,90+2,2:03,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,16/17,LALIGA,34,2017-04-26,H,FC BARCELONA,CA OSASUNA,7:01,AM,12,1:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,16/17,LALIGA,34,2017-04-26,H,FC BARCELONA,CA OSASUNA,7:01,AM,61,4:01,LEFT-FOOTED SHOT,IVAN RAKITIC
CRISTIANO RONALDO,16/17,LALIGA,35,2017-04-29,H,REAL MADRID,VALENCIA CF,2:01,LW,27,1:00,HEADER,DANIEL CARVAJAL
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2017-05-02,H,REAL MADRID,ATLETICO DE MADRID,3:00,CF,86,3:00,RIGHT-FOOTED SHOT,LUCAS VAZQUEZ
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2017-05-02,H,REAL MADRID,ATLETICO DE MADRID,3:00,CF,73,2:00,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2017-05-02,H,REAL MADRID,ATLETICO DE MADRID,3:00,CF,10,1:00,HEADER,CASEMIRO
LIONEL MESSI,16/17,LALIGA,36,2017-05-06,H,FC BARCELONA,VILLARREAL CF,4:01,RW,45,2:01,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,16/17,LALIGA,36,2017-05-06,H,FC BARCELONA,VILLARREAL CF,4:01,RW,82,4:01,PENALTY,OTHER
CRISTIANO RONALDO,16/17,LALIGA,37,2017-05-14,H,REAL MADRID,SEVILLA FC,4:01,LW,78,3:01,LEFT-FOOTED SHOT,TONI KROOS
CRISTIANO RONALDO,16/17,LALIGA,37,2017-05-14,H,REAL MADRID,SEVILLA FC,4:01,LW,23,2:00,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,16/17,LALIGA,21,2017-05-17,A,REAL MADRID,CELTA DE VIGO,1:04,CF,10,0:01,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,16/17,LALIGA,21,2017-05-17,A,REAL MADRID,CELTA DE VIGO,1:04,CF,48,0:02,LEFT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,16/17,LALIGA,38,2017-05-21,A,REAL MADRID,MALAGA CF,0:02,CF,2,0:01,RIGHT-FOOTED SHOT,ISCO
LIONEL MESSI,16/17,LALIGA,38,2017-05-21,H,FC BARCELONA,SD EIBAR,4:02,RW,75,3:02,PENALTY,OTHER
LIONEL MESSI,16/17,LALIGA,38,2017-05-21,H,FC BARCELONA,SD EIBAR,4:02,RW,90+2,4:02,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,16/17,COPA DEL REY,FINAL,2017-05-27,H,FC BARCELONA,DEPORTIVO ALAVES,3:01,RW,30,1:00,LEFT-FOOTED SHOT,NEYMAR
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,FINAL,2017-06-03,A,REAL MADRID,JUVENTUS FC,1:04,CF,20,0:01,RIGHT-FOOTED SHOT,DANIEL CARVAJAL
CRISTIANO RONALDO,16/17,UEFA CHAMPIONS LEAGUE,FINAL,2017-06-03,A,REAL MADRID,JUVENTUS FC,1:04,CF,64,1:03,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,17/18,SUPERCOPA,FINAL,2017-08-13,A,REAL MADRID,FC BARCELONA,1:03,CF,80,1:02,RIGHT-FOOTED SHOT,ISCO
LIONEL MESSI,17/18,SUPERCOPA,FINAL,2017-08-13,H,FC BARCELONA,REAL MADRID,1:03,RW,77,1:01,PENALTY,OTHER
LIONEL MESSI,17/18,LALIGA,2,2017-08-26,A,FC BARCELONA,DEPORTIVO ALAVES,0:02,CF,66,0:02,LEFT-FOOTED SHOT,PACO ALCACER
LIONEL MESSI,17/18,LALIGA,2,2017-08-26,A,FC BARCELONA,DEPORTIVO ALAVES,0:02,CF,55,0:01,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,LALIGA,3,2017-09-09,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:00,CF,26,1:00,LEFT-FOOTED SHOT,IVAN RAKITIC
LIONEL MESSI,17/18,LALIGA,3,2017-09-09,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:00,CF,67,3:00,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,LALIGA,3,2017-09-09,H,FC BARCELONA,RCD ESPANYOL BARCELONA,5:00,CF,35,2:00,RIGHT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-12,H,FC BARCELONA,JUVENTUS FC,3:00,CF,69,3:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-12,H,FC BARCELONA,JUVENTUS FC,3:00,CF,45,1:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-13,H,REAL MADRID,APOEL NICOSIA,3:00,CF,12,1:00,COUNTER ATTACK GOAL,GARETH BALE
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-13,H,REAL MADRID,APOEL NICOSIA,3:00,CF,51,2:00,PENALTY,OTHER
LIONEL MESSI,17/18,LALIGA,5,2017-09-19,H,FC BARCELONA,SD EIBAR,6:01,CF,59,4:01,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,17/18,LALIGA,5,2017-09-19,H,FC BARCELONA,SD EIBAR,6:01,CF,87,6:01,LEFT-FOOTED SHOT,ALEIX VIDAL
LIONEL MESSI,17/18,LALIGA,5,2017-09-19,H,FC BARCELONA,SD EIBAR,6:01,CF,21,1:00,PENALTY,OTHER
LIONEL MESSI,17/18,LALIGA,5,2017-09-19,H,FC BARCELONA,SD EIBAR,6:01,CF,62,5:01,LEFT-FOOTED SHOT,PAULINHO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-26,A,REAL MADRID,BORUSSIA DORTMUND,1:03,CF,79,1:03,RIGHT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-09-26,A,REAL MADRID,BORUSSIA DORTMUND,1:03,CF,49,0:02,LEFT-FOOTED SHOT,GARETH BALE
LIONEL MESSI,17/18,LALIGA,7,2017-10-01,H,FC BARCELONA,UD LAS PALMAS,3:00,SS,70,2:00,LEFT-FOOTED SHOT,DENIS SUAREZ
LIONEL MESSI,17/18,LALIGA,7,2017-10-01,H,FC BARCELONA,UD LAS PALMAS,3:00,SS,77,3:00,LEFT-FOOTED SHOT,LUIS SUAREZ
CRISTIANO RONALDO,17/18,LALIGA,8,2017-10-14,A,REAL MADRID,GETAFE CF,1:02,CF,85,1:02,RIGHT-FOOTED SHOT,ISCO
CRISTIANO RONALDO,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-10-17,H,REAL MADRID,TOTTENHAM HOTSPUR,1:01,LW,43,1:01,PENALTY,OTHER
LIONEL MESSI,17/18,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2017-10-18,H,FC BARCELONA,OLYMPIACOS PIRAEUS,3:01,CF,61,2:00,DIRECT FREE KICK,OTHER
